Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,GA,2018,9,Male,15.0,Right-Handed,152.4,25,160,1,Car,7,.305,55,Soccer,1000.0,471.0,1000.0,380.0,1000.0,1000.0,25,Same length,7.4,7.6,Ring finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2020,11,Female,17.0,Right-Handed,155,23,157,2,Car,28,0.429,48,Basketball,600.0,700.0,700.0,700.0,1000.0,1000.0,23,Same length,65,64,Index finger,September,Summer,Yes,No,Poultry,Water,Social studies,8,10,6.0,Yes - broadband connection,Text messaging,70,104,4,5,10,4,1,0,13,3,1,5,15,1,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Musician or singer,Education/Youth development
USA,FL,2018,12,Male,17.0,Right-Handed,184,20,189,1,Car,10,1.065,53,Football (American),300.0,400.0,300.0,400.0,200.0,400.0,20,Same length,22,19,Index finger,October,Summer,No,No,Seafood,Water,Science,8,8,3.0,Yes - broadband connection,In person,100,150,40,2,5,3,20,1,6,2,10,1,4,4,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Coach or club leader,"Wildlife, animals"
USA,DC,2010,7,Female,13.0,Left-Handed,149,23,161,1,Car,30,0.594,,Dancing,500.0,900.0,500.0,,500.0,500.0,23,Same length,7,6,Ring finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2023,12,Male,17.0,Right-Handed,172,24.13,81,1,Car,10,0.458,48,,900.0,300.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2019,12,Female,18.0,Left-Handed,162,22,157,2,Car,15,.34,43,Soccer,950.0,700.0,900.0,800.0,800.0,800.0,23,Left foot,70,60,Ring finger,August,Fall,No,Yes,Pizza/Pasta,Water,History,8,6,5.0,Yes - broadband connection,In person,100,100,20,20,10,5,10,5,10,20,20,1,0,0,Some,Undergraduate degree,Pop,Freeze time,Happy,Friend,International aid
USA,FL,2018,12,Female,17.0,Right-Handed,150,22.5,150,2,Car,15,.742,46,Dancing,,,,,,,22,Right foot,91.44,99.06,Ring finger,February,Winter,No,No,Rice/Noodle dishes,Water,Art,7,6,4.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,3,0,2,10,48,0,0,70,7,70,0,0,0,Some,Graduate degree,Other,Invisibility,Happy,Relative,International aid
USA,GA,2023,12,Female,18.0,Right-Handed,157.4,24.5,175,2,Car,8,0.474,30,Walking/Hiking,60.0,80.0,50.0,50.0,90.0,100.0,23,Left foot,80,70,Index finger,November,Fall,Yes,No,Desserts,,Science,8,11,3.0,Yes - broadband connection,In person,50,55,48,.5,21,48,5,0,21,2,21,14,25,15,Some,Undergraduate degree,Country,Fly,Happy,Friend,Health
USA,GA,2021,12,Female,17.0,Right-Handed,172.7,25.4,,1,Car,6,.364,43,Basketball,578.0,283.0,481.0,733.0,497.0,957.0,25.4,Same length,80,80,Same length,May,Spring,No,No,Poultry,Water,Mathematics and statistics,8,10,3.0,Yes - broadband connection,Text messaging,35,45,8,4,3,8,14,0,21,5,70,6,1,3,Very little,Undergraduate degree,Country,Telepathy,Happy,Other,Religious
USA,GA,2018,9,Male,14.0,Right-Handed,,,,2,Bus,50,0.328,52,Football (American),500.0,650.0,450.0,550.0,800.0,700.0,,,,,,February,Summer,No,No,No favorite,Water,Physical education,7,11,8.0,Yes - broadband connection,In person,2,2,35,10,20,10,14,12,10,1,8,3,0,10,Very little,Graduate degree,,Freeze time,Happy,Relative,Health
USA,GA,2020,11,Female,17.0,Right-Handed,170,25cm,175,1,Car,10 ,0.434,43,Walking/Hiking,818.0,567.0,209.0,316.0,797.0,936.0,25,Same length,82.55,83.74,Ring finger,March,Spring,Yes,No,Poultry,Juice,Mathematics and statistics,9,6,3.0,Yes - broadband connection,Cell phone,4,5,20,6,3,5,6,7,13,8,7,18,10,9,A lot,Graduate degree,Rap/Hip hop,Fly,Healthy,Relative,Environment
USA,DC,2018,7,Female,13.0,Right-Handed,174,26,184,2,Car,35,0.363,36,Other,500.0,500.0,1000.0,100.0,0.0,1000.0,26,Same length,10.5,10,Index finger,November,Winter,Yes,No,Pizza/Pasta,Water,Science,8,13,3.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,7,1,2,1,6,0,0,1,0,2,2,0,1,Very little,Graduate degree,Rap/Hip hop,Invisibility,Famous,Relative,"Arts, culture, sports"
USA,FL,2016,7,Female,12.0,Right-Handed,152,23,152,1,Car,35,,,Other,,,,,,,23,Same length,90,90,Same length,August,Fall,No,No,No favorite,Water,Art,9,11,4.0,Yes - broadband connection,In person,9,10,20,4,6,28,15,3,0,0,4,3,0,2,Some,Graduate degree,Pop,Fly,Happy,Relative,"Arts, culture, sports"
USA,FL,2024,11,Female,16.0,Right-Handed,164.6,24.5,158.5,2,Bus,10,.38,34,Other,100.0,780.0,900.0,1000.0,50.0,550.0,23.8,Right foot,72,76,Ring finger,October,Summer,No,No,Meat,Water,Other,8,10,4.0,Yes - broadband connection,Internet chat or instant messaging,300,250,18,30,20,15,20,2,50,30,50,5,0,20,Some,Graduate degree,Pop,Super strength,Happy,Relative,Health
USA,GA,2017,9,Female,15.0,Left-Handed,160,25.4,172.7,2,Car,20,.7405,43,Swimming,909.0,930.0,872.0,968.0,706.0,813.0,22.35,Right foot,5.5,6.3,Ring finger,December,Winter,No,No,Pizza/Pasta,Sports drink,Languages,7,10,4.0,Yes - broadband connection,In person,100,104,12,36,8,48,6,.5,9,60,3,10,0,7,A lot,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Relative,Education/Youth development
USA,DC,2010,7,Male,13.0,Right-Handed,,,,1,Bus,30,0.307,0.49,Football (American),,,,,,,,Right foot,,,,January,Winter,No,No,Poultry,Water,Mathematics and statistics,6,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2023,12,Female,17.0,Right-Handed,169,25,170,1,Bus,15,0.486,36,Other,888.0,813.0,503.0,1000.0,294.0,299.0,25,Same length,80,90,Ring finger,April,Summer,Yes,No,Pizza/Pasta,Water,Music,6 1/2,9,6.0,Yes - broadband connection,Cell phone,100,90,9,7,6,4,8,3,17,20,4,5,21,2,Some,High school,Rap/Hip hop,Invisibility,Rich,Relative,International aid
USA,GA,2011,6,Male,11.0,Right-Handed,150,22,152,1,Bus,15,0.281,34,Football (American),700.0,500.0,200.0,,1000.0,1000.0,23,Left foot,65,70,Ring finger,July,Summer,No,No,Meat,Water,Computers and technology,8,9,5.0,Yes - broadband connection,Other,104,123,12,1,10,4,7,4,0,5,4,20,2,2,A lot,Graduate degree,Rock and roll,Freeze time,Healthy,Religious figure,Health
USA,FL,2011,12,Male,16.0,Right-Handed,,175,183,1,Car,32,0.246,31,Tennis,230.0,545.0,674.0,,909.0,1000.0,24,Right foot,80,86,Ring finger,November,Winter,No,No,Meat,Water,Computers and technology,7,10,6.0,Yes - broadband connection,In person,0,0,5,0.25,1,6,2,7,2,0.25,20,5,0,1,Very little,Graduate degree,Other,Fly,Happy,Relative,International aid
USA,FL,2024,12,Female,18.0,Right-Handed,155,23,147,Z,Walk,5,7,35,Dancing,9000.0,9000.0,8000.0,8000.0,5000.0,7000.0,23,Same length,70,70,Same length,July,Fall,Yes,No,Seafood,Water,Art,8,10,3.0,Yes - broadband connection,Internet chat or instant messaging,50,80,5,10,20,0,10,0,0,5,20,3,0,2,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Relative,Health
USA,FL,2018,11,Male,16.0,Left-Handed,175,28,183,2,Car,15,0.415,47,Skateboarding/Rollerblading,200.0,200.0,700.0,200.0,600.0,950.0,26,Right foot,90,108,Ring finger,January,Summer,No,No,Meat,Water,Mathematics and statistics,8,10,4.0,Yes - dial-up connection,In person,10,15,10,0,12,5,15,0,10,0,3,6,0,0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Sports person,Health
USA,FL,2015,11,Male,17.0,Left-Handed,178,27,170,2,Car,40,0.768,36,Soccer,700.0,300.0,600.0,500.0,1000.0,1000.0,27,Same length,71,76,Ring finger,February,Fall,No,No,Breads/Sandwiches,Water,,6,8,4.0,Yes - broadband connection,Text messaging,150,150,5,0,2,2,1,5,1,3,21,3,0,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Other,International aid
USA,GA,2016,11,Male,16.0,Right-Handed,191,30,195,1,Bus,35,.38,57,Walking/Hiking,1000.0,900.0,800.0,900.0,300.0,500.0,30,,110,120,Ring finger,January,Fall,Yes,No,Soups,Tea,Mathematics and statistics,6,10,3.0,Yes - other,In person,0,0,0,0,0,1,0,10,1,1,0,10,0,1,Some,Graduate degree,Heavy metal,Freeze time,Happy,Other,"Wildlife, animals"
USA,DC,2017,12,Female,17.0,Left-Handed,163,25,163,1,Walk,10,.386,48,Gymnastics,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2010,11,Female,17.0,Right-Handed,52,7,,2,Car,10,0.39,34,Dancing,20.0,100.0,1000.0,,15.0,15.0,7,Same length,30,30,Same length,June,Summer,No,No,No favorite,Juice,English,6.5,7,3.0,Yes - broadband connection,Text messaging,0,0,6.1,3.5,5,0,0,0,3.5,24,4,2,8,1,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Healthy,Business person,Education/Youth development
USA,FL,2011,12,Female,17.0,Right-Handed,165,22,162,1,Car,25,0.21,.26,Other,500.0,750.0,100.0,,1000.0,1000.0,23,Left foot,7.5,8,Ring finger,November,Summer,No,No,Pizza/Pasta,Water,Physical education,6,11,6.0,Yes - broadband connection,Text messaging,200,250,56,5,10,12,20,1,12,40,13,2,15,6,A lot,Other,Rap/Hip hop,Freeze time,Happy,Musician or singer,Health
USA,DC,2018,4,Female,12.0,Right-Handed,160,17,157,1,Car,20,1.084,77,Dancing,316.0,182.0,604.0,1000.0,529.0,781.0,17,Right foot,10,7.5,Ring finger,December,Summer,Yes,No,Seafood,Soft drink (caffeinated),English,9,11,3.0,Yes - broadband connection,Cell phone,3,4,9,3,2,10,1,4,6,9,7,0,0,2,Very little,Other,Rap/Hip hop,Telepathy,Healthy,Actor,Other
USA,GA,2016,11,Male,17.0,Right-Handed,67,27,128,2,Car,30,1.299,37,Athletics,799.0,487.0,710.0,861.0,428.0,660.0,26,Same length,64,79,Index finger,February,Summer,No,No,Fruit,Water,Music,8,3,4.0,Yes - broadband connection,Cell phone,8,12,3,11,2,1,4,12,5,12,1,5,0,0,Some,High school,Rap/Hip hop,Super strength,Rich,Sports person,"Arts, culture, sports"
USA,GA,2024,12,Male,17.0,Right-Handed,178,28,181,1,Car,7,0.399,44,Soccer,800.0,300.0,450.0,100.0,700.0,1000.0,27,Right foot,85,85,Same length,March,Summer,No,No,Meat,Soft drink (caffeinated),English,6,4,3.0,Yes - other,In person,5,6,15,6,0,1,1,0,3,1,5,5,22,3,,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Doctor or nurse,Health
USA,GA,2013,11,Male,16.0,Right-Handed,175,27,185,1,Car,50,.6,90,Soccer,500.0,500.0,500.0,500.0,1000.0,1000.0,,Left foot,10,9,Index finger,June,Summer,Yes,No,Pizza/Pasta,Water,English,6,9,5.0,Yes - dial-up connection,Cell phone,70,100,3,10,10,10,10,10,10,10,10,10,0,10,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Doctor or nurse,Health
USA,GA,2025,12,Male,17.0,Right-Handed,191,29,200,1,Car,2,.038,36,Other,1000.0,1000.0,1000.0,1000.0,300.0,500.0,29,Same length,80,81,Ring finger,February,Summer,Yes,No,Poultry,Energy drink,Science,7,12,5.0,Yes - other,"Myspace, Facebook, other social networking sites, or blog",50,500,0,40,0,2,50,10,60,15,68,30,0,19,Some,Some college,Other,Telepathy,Healthy,,Environment
USA,GA,2018,12,Male,18.0,Left-Handed,190.5,35.56,195.5,2,Car,10 ,0.204,33,Football (American),555.0,456.0,343.0,675.0,877.0,999.0,35.56,Same length,83,85,Ring finger,January,Winter,Yes,No,Meat,Sports drink,History,7,9,3.0,Yes - broadband connection,Text messaging,2,0,3,2,5,5,1,1,1,2,3,1.5,4,3,Some,Undergraduate degree,Country,Freeze time,Rich,Sports person,International aid
USA,GA,2020,11,Male,17.0,Right-Handed,175,26.7,175,3,Car,9,0.66,45,Soccer,556.0,594.0,390.0,460.0,75.0,620.0,26.7,Same length,89,81,Index finger,December,Winter,Yes,No,Meat,Water,Physical education,8,9,5.0,Yes - broadband connection,,2,3,8,2,10,10,16,3,9,1,21,3,0,2,,Some college,Rap/Hip hop,Fly,Healthy,Sports person,Health
USA,GA,2022,12,Male,17.0,Right-Handed,177,27,177,1,Car,6,0.363,35,Football (American),733.0,476.0,182.0,471.0,754.0,941.0,28 ,Left foot,58,63,Ring finger,October,Fall,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7,10,2.0,Yes - other,Text messaging,45,45,20,2,5,5,18,3,5,3,60,8,0,2,A lot,Graduate degree,Rock and roll,Freeze time,Rich,Relative,"Wildlife, animals"
USA,DC,2010,6,Female,11.0,Right-Handed,153,22.5,147,1,Car,25,.422,45,Swimming,1000.0,1000.0,225.0,,500.0,700.0,23,Left foot,75,80,Ring finger,February,Fall,Yes,No,No favorite,Water,Mathematics and statistics,9,12,9.0,Yes - other,In person,0,0,20,1.5,8.5,40,5,5,1,.5,25,21,0,10,Some,Other,Other,Telepathy,Happy,Other,Environment
USA,GA,2023,9,Male,17.0,Right-Handed,185,32,180,1,Bus,40,0.324,33,Tennis,900.0,800.0,800.0,800.0,1000.0,1000.0,32,Same length,8,9,Ring finger,May,Spring,No,Yes,Rice/Noodle dishes,Water,Computers and technology,6,8,4.0,Yes - other,Internet chat or instant messaging,5,3,5,4,2,5,4,20,15,2,7,0,4,3,Very little,Graduate degree,Techno/Electronic,Freeze time,Rich,Coach or club leader,Environment
USA,GA,2017,9,Male,14.0,Right-Handed,182,30,192,1.5,Bus,15,.4302,44,Football (American),1000.0,800.0,900.0,1000.0,500.0,800.0,28,Right foot,90,80,Index finger,February,Spring,Yes,No,Meat,Sports drink,History,7,12,4.0,Yes - other,Text messaging,300,400,6,2,4,2,24,6,2,10,6,12,0,2,Some,Some college,Rap/Hip hop,Super strength,Rich,Coach or club leader,Environment
USA,GA,2022,12,Male,18.0,Right-Handed,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2013,6,Female,12.0,Right-Handed,124,24,66,1,Bus,40,1.186,54,Soccer,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2015,7,Male,12.0,Right-Handed,158,100,173,1,Car,10,.674,42,Swimming,900.0,650.0,350.0,650.0,700.0,1000.0,105,Left foot,300,300,Same length,May,Winter,No,No,Seafood,Water,Mathematics and statistics,8,7,5.0,Yes - broadband connection,In person,2,4,10,1,2,15,12,14,1,1,20,1,5,7,Some,Graduate degree,Pop,Freeze time,Happy,Sports person,Health
USA,DC,2010,12,Male,18.0,Right-Handed,180,24.8,182,1,Rail (Train/Tram/Subway),30,.531,.39,Basketball,128.0,134.0,139.0,,160.0,160.0,24.8,Same length,75,72,Ring finger,February,Summer,Yes,No,Pizza/Pasta,Juice,History,6,12,4.0,Yes - other,Text messaging,58,67,0,5,0,0,2,6,0,4,6,5,5,0,,Some college,Rap/Hip hop,Super strength,Rich,Sports person,Other
USA,GA,2023,12,Male,18.0,Right-Handed,5'11,11,5'11,1,Car,20,.182,43,Other,500.0,400.0,600.0,300.0,200.0,500.0,11.5,Left foot,75,82,Ring finger,October,Summer,Yes,No,Pizza/Pasta,Tea,Other,6,5,3.0,Yes - dial-up connection,Cell phone,50,100,10,17,4,8,12,0,3,2,4,5,30,3,Very little,Other,Rap/Hip hop,Invisibility,Rich,Other,Other
USA,GA,2013,6,Male,12.0,Right-Handed,154,25,164,2,Bus,10,,,Athletics,300.0,200.0,300.0,600.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2025,11,Male,17.0,Right-Handed,188,27,180,1,Car,18,.345,53,Football (American),2.0,1.0,3.0,4.0,6.0,5.0,28,Left foot,8,9,Ring finger,March,Summer,No,No,Meat,Water,Science,8,10,3.0,Yes - other,In person,7,10,2,2,2,1,14,0,0,0,0,0,10,1,Some,Some college,Rock and roll,Super strength,Happy,Relative,"Wildlife, animals"
USA,FL,2024,11,Female,17.0,Right-Handed,5'1,23.5 ,141,1,Car,9,0.426,38,,10.0,600.0,200.0,1000.0,800.0,1000.0,23.5,Same length,65,67,Ring finger,September,Winter,No,No,Pizza/Pasta,Water,English,7,11,4.0,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",60,40,2,1,9,2,1,0,13,5,30,8,15,0,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,Health
USA,FL,2016,7,Female,12.0,Right-Handed,160.2,23,23,1,Car,5,,,Dancing,,,,,,,23,Right foot,60,70,Ring finger,October,Fall,Yes,No,Pizza/Pasta,Water,Science,9,12,5.0,Yes - other,"Myspace, Facebook, other social networking sites, or blog",10,100,14,2,9,96,10,0,6,1,7,20,0,0,Some,Other,Pop,Invisibility,Healthy,Other,Health
USA,GA,2015,11,Male,17.0,Right-Handed,180 ,30,186,2,Car,25 ,0.724,56,Baseball/Softball,1.0,2.0,3.0,4.0,5.0,6.0,30,Same length,100,90,Index finger,November,Fall,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Other,7,10,4.0,Yes - other,,137,1456,7,7,7,7,7,7,7,7,7,7,7,7,A lot,Graduate degree,Rap/Hip hop,Super strength,Rich,Other,"Wildlife, animals"
USA,GA,2017,9,Female,16.0,Right-Handed,170.6,25,69,2,Car,10,0.283,47,Basketball,0.0,0.0,0.0,0.0,1000.0,1000.0,23,Right foot,6,7,Ring finger,December,Spring,Yes,Yes,Fruit,Water,English,8,10,5.0,Yes - other,Text messaging,0,2,0,0,0,0,0,0,2,1,5,4,0,0,Very little,Graduate degree,Pop,Freeze time,Happy,Teacher,Health
USA,FL,2022,12,Male,18.0,Right-Handed,177,27,170,2,Car,13,.315,37,Lacrosse,283.0,487.0,326.0,267.0,455.0,380.0,27,Same length,102,89,Index finger,June,Summer,Yes,No,Meat,Sports drink,History,8,11,3.0,Yes - other,Cell phone,70,80,42,10,5,7,12,0,30,25,20,18,0,10,Some,Undergraduate degree,Rap/Hip hop,Fly,Happy,Relative,Religious
USA,FL,2015,12,Male,16.0,Right-Handed,180,27,183,2,Car,15,0.6,40,Soccer,1000.0,1000.0,1000.0,1000.0,700.0,500.0,26,Right foot,80,100,Same length,February,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,6,10,5.0,Yes - broadband connection,In person,70,300,45,3,9,30,4,2,45,20,1,7,000,1,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Other,Environment
USA,GA,2018,9,Female,15.0,Ambidextrous,162.5,7.5,63,2,Bus,30,0.378,42,Athletics,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,7.5,Same length,3,3,Ring finger,July,Summer,Yes,No,Seafood,Water,Music,6,8,4.0,Yes - broadband connection,Text messaging,4,4,4,0,6,3,4,4,4,4,4,1,0,0,A lot,Some college,Rap/Hip hop,Telepathy,Happy,Musician or singer,Health
USA,GA,2014,9,Male,14.0,Right-Handed,170,28,140,2,Car,,.291,66,Athletics,200.0,200.0,500.0,750.0,750.0,750.0,28,,65,63,Index finger,July,Summer,Yes,No,Meat,Water,Art,7,11,5.0,Yes - other,In person,0,0,56,0,4,0,7,0,0,0,56,3,0,14,A lot,Some college,Rap/Hip hop,Freeze time,Famous,Coach or club leader,Religious
USA,FL,2019,6,Female,11.0,Right-Handed,4'8,,,2,Car,15,,,Other,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2018,12,Female,17.0,Right-Handed,165,24,152,1,Car,15,.684,38,Soccer,503.0,561.0,658.0,353.0,70.0,813.0,23,Right foot,80,90,Ring finger,January,Winter,Yes,No,Desserts,Tea,Science,5,5,2.0,Yes - other,Text messaging,5,10,6,1,15,8,3,10,20,16,25,7,0,5,Some,Graduate degree,Rock and roll,Fly,Happy,Actor,Health
USA,GA,2018,12,Female,17.0,Right-Handed,165.1,24,65,1,Car,18,.393,51,Walking/Hiking,850.0,850.0,940.0,900.0,520.0,545.0,24,Same length,82,90,Ring finger,October,Spring,Yes,No,Desserts,Water,Mathematics and statistics,8,12,7.0,Yes - broadband connection,Text messaging,20,40,8,1,2,5,1,0,1,2,3,3,12,1,Some,Undergraduate degree,Other,Invisibility,Happy,Relative,International aid
USA,DC,2010,9,Female,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2019,12,Male,18.0,Left-Handed,180,27,189,1,Bus,60,.516,65,Tennis,850.0,650.0,850.0,800.0,900.0,900.0,28,Left foot,75,80,Same length,February,Winter,Yes,No,Pizza/Pasta,Water,History,4,12,3.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",5,5,0,0,3,2,5,3,10,20,20,20,25,3,,Graduate degree,Other,Fly,Rich,Politician,Health
USA,FL,2016,11,Male,17.0,Right-Handed,170,25,172,3,Car,20,.32,39,Soccer,540.0,422.0,749.0,743.0,578.0,690.0,24,Same length,,80,Ring finger,June,Summer,Yes,No,Pizza/Pasta,Water,Science,8,5,5.0,Yes - broadband connection,Text messaging,100,100,1,4,.3,2,1,7,.3,9,9,.3,0,1,Some,Undergraduate degree,Rap/Hip hop,Fly,Rich,Sports person,"Arts, culture, sports"
USA,GA,2021,12,Female,17.0,Right-Handed,165,22,160,1,Car,15, 0.32,41,,529.0,529.0,545.0,770.0,1000.0,1000.0,22,Same length,,,Ring finger,September,Fall,Yes,No,Pizza/Pasta,Water,Art,4,8,2.0,Yes - other,Text messaging,50,30,4,0,20,0,0,50,60,10,60,0,0,5,A lot,Undergraduate degree,Punk rock,Freeze time,Happy,Other,"Arts, culture, sports"
USA,FL,2016,11,Female,17.0,Right-Handed,162.5,,,1,Bus,,,,Walking/Hiking,,,,,,,,Same length,,,Ring finger,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2015,11,Male,17.0,Left-Handed,167,26,75,1,Car,50,.361,45,Basketball,666.0,1000.0,543.0,534.0,1000.0,763.0,26,Same length,6.5,7,Ring finger,December,Spring,Yes,No,Seafood,Juice,Physical education,4,1,5.0,Yes - other,Text messaging,20,100,1,0,3,3,5,2,1,1,3,2,10,2,Some,Some college,Rap/Hip hop,Fly,Healthy,Sports person,"Wildlife, animals"
USA,DE,2014,12,Male,18.0,Right-Handed,72,29,71,2,Car,55,0.37,56,Basketball,0.0,0.0,850.0,0.0,900.0,1000.0,28,Same length,30,30,Ring finger,April,Summer,No,No,Meat,Water,Languages,8,11,3.0,Yes - broadband connection,Cell phone,50,30,6,1,1,5,2,1,3,4,2,10,7,4,Very little,Graduate degree,Rap/Hip hop,Fly,Rich,Sports person,International aid
USA,FL,2023,11,Male,19.0,Right-Handed,5'5,25.2,147,3,Car,15,"0,407",62,Running/Jogging,1000.0,100.0,100.0,109.0,10.0,1000.0,25.2,Same length,7.5,7.0,Index finger,September,Winter,Yes,No,Seafood,Water,Other,9.5,10.5,2.0,Yes - broadband connection,Cell phone,20,40,2hrs,20min,0min,20min,30min,10min,5min,3hrs,20min,10min,4hrs,0min,A lot,High school,Other,Telepathy,Famous,Actor,Health
USA,GA,2015,11,Female,15.0,Right-Handed,160.0,21 ,160,1,Bus,15,0.559,43,Lacrosse,210.0,160.0,125.0,150.0,300.0,700.0,21,Same length,70,80,Ring finger,August,Winter,No,No,Pizza/Pasta,Soft drink (caffeinated),Other,9.5,9,8.0,Yes - broadband connection,Text messaging,17,20,48,2,5,3,0,0,12,3,1,0,0,7,Some,Graduate degree,Pop,Invisibility,Happy,Other,Religious
USA,GA,2024,12,Male,17.0,Right-Handed,180,28,172,1,Car,8,.594,66,Football (American),800.0,250.0,950.0,800.0,200.0,750.0,27,Same length,95,83,Index finger,April,Fall,No,No,Meat,Water,Physical education,8,9,4.0,Yes - other,In person,a lot,a lot,12,3,0,6,24,0,0,3,6,16,0,4,Very little,Graduate degree,Country,Super strength,Rich,Sports person,Religious
USA,DE,2014,12,Male,17.0,Right-Handed,185.4,28,186.6,1,Car,25,.803,47,Other,500.0,250.0,400.0,500.0,900.0,1000.0,28,Same length,750,750,Same length,January,Summer,Yes,No,Meat,Water,Mathematics and statistics,6,8,2.0,Yes - broadband connection,Text messaging,150,160,20,1,2,2,2,1,3,20,1,2,0,1,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Relative,Health
USA,GA,2021,12,Male,17.0,Right-Handed,178,25,172,1,Car,35,0.668,41,Other,1000.0,800.0,900.0,900.0,850.0,850.0,25,Same length,82,85,Ring finger,April,Fall,Yes,No,Meat,Water,Mathematics and statistics,6,8,4.0,Yes - broadband connection,Text messaging,4,2,10,2,14,4,12,2,1,1,6,0,0,1,Some,Graduate degree,Heavy metal,Fly,Happy,Relative,Environment
USA,GA,2019,12,Female,17.0,Right-Handed,174.5,23,180,1,Car,6,.328,56,Other,1000.0,1000.0,1000.0,947.0,369.0,535.0,23,Same length,70,70,Same length,January,Fall,No,No,Pizza/Pasta,Water,English,6,9,3.0,Yes - broadband connection,In person,200,200,6,4,12,24,12,0,18,3,5,6,0,2,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Environment
USA,GA,2021,12,Female,18.0,Right-Handed,172,24,169,1,Car,15,0.504,41,Other,700.0,700.0,700.0,700.0,400.0,600.0,23.5,Right foot,67,71,Ring finger,November,Fall,Yes,No,Pizza/Pasta,Tea,Science,6,10,4.0,Yes - other,In person,120,140,25,10,30,2,20,2,20,20,5,0,0,5,Some,Undergraduate degree,Other,,Happy,Musician or singer,"Wildlife, animals"
USA,GA,2019,9,Female,14.0,Right-Handed,154.9,2,13.7,1,Bus,45,.359,58,Other,999.0,50.0,600.0,900.0,200.0,1000.0,2,Same length,.75,.65,,August,Summer,Yes,No,Seafood,Water,History,6,9,3.0,Yes - broadband connection,,4,6,64,48,6,4,0,4,56,6,56,7,0,56,Very little,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Relative,International aid
